Board_Action_Indicator,Business_Name,County,County_Description,Email,Expire_Date,License_Active_Status_Description,License_Number,License_Status_Description,Mailing_Address_Area_Code,Mailing_Address_City,Mailing_Address_Line1,Mailing_Address_Phone_Extension,Mailing_Address_Phone_Number,Mailing_Address_State,Mailing_Address_ZIPcode,Mailing_Address_line2,Original_Date,Practice_Location_Address_City,Practice_Location_Address_Line1,Practice_Location_Address_State,Practice_Location_Address_ZIPcode,Practice_Location_Address_line2,Prescribe_Ind,Profession_Name,Rank_Code,Status_Effective_Date,address,address_administrative_area_level_1,address_administrative_area_level_2,address_country,address_formatted_address,address_lat,address_locality,address_lon,address_msg,address_neighborhood,address_postal_code,address_postal_code_suffix,address_route,address_street_number,address_subpremise,id,norm_id,index,lic_id,labels,correct_labels
N,DBA ORLANDO SPA OASIS,58,ORANGE,orlandospaoasis@gmail.com,8/31/21,,39094,CLEAR,,ORLANDO,5454 CENTRAL FLORIDA PKWY,,,FL,32821,,2/18/19,ORLANDO,5454 CENTRAL FLORIDA PKWY,FL,32821,,N,Massage Establishment,MM,2/18/19,"5454 CENTRAL FLORIDA PKWY, ORLANDO, FL 32821",Florida,Orange County,United States,"5454 Central Florida Pkwy, Orlando, FL 32821, USA",28.4078175,Orlando,-81.449971,OK,,32821,8774,Central Florida Parkway,5454,,28.40782:-81.44997,28.40782:-81.44997#,massage,40882,0,0
N,TANG DYNASTY MASSAGE INC,26,DUVAL,cuimeizhou@yahoo.com,8/31/21,,34450,CLEAR,,JACKSONVILLE BEACH,317 9TH AVENUE NORTH,,,FL,32250,,11/16/15,JACKSONVILLE,317 9TH AVENUE NORTH,FL,32250,,N,Massage Establishment,MM,11/16/15,"317 9TH AVENUE NORTH, JACKSONVILLE, FL 32250",Florida,Duval County,United States,"317 9th Ave N, Jacksonville Beach, FL 32250, USA",30.2976714,Jacksonville Beach,-81.394658,OK,Beaches,32250,,9th Avenue North,317,,30.29767:-81.39466,30.29767:-81.39466#,massage,34886,0,0
N,ASIAN HEALTHY THERAPY LLC,21,COLLIER,,8/31/21,,33878,CLEAR,,NAPLES,3635 BOCA CIEGA DR,,,FL,34112,APT 302,6/5/15,NAPLES,2364 TAMIAMI TRAIL EAST,FL,34112,UNIT #3,N,Massage Establishment,MM,6/5/15,"2364 TAMIAMI TRAIL EAST, NAPLES, FL 34112",Florida,Collier County,United States,"2364 Tamiami Trail E, Naples, FL 34112, USA",26.1331062,Naples,-81.7759892,OK,East Naples,34112,,Tamiami Trail East,2364,,26.13311:-81.77599,26.13311:-81.77599#,massage,34109,0,0
N,SUNNY FEET INC,16,BROWARD,,8/31/21,,32715,CLEAR,,DEERFIELD BEACH,1604 SE 3RD COURT,,,FL,33441,,7/17/14,DEERFIELD BEACH CITY,1604 SE 3RD COURT,FL,33441,,N,Massage Establishment,MM,7/17/14,"1604 SE 3RD COURT, DEERFIELD BEACH CITY, FL 33441",Florida,Broward County,United States,"1604 SE 3rd Ct, Deerfield Beach, FL 33441, USA",26.313506,Deerfield Beach,-80.0840909,OK,,33441,,Southeast 3rd Court,1604,,26.31351:-80.08409,26.31351:-80.08409#,massage,32805,0,0
N,Healing source massage therapy inc,54,MONROE,haoren19760709@gmail.com,8/31/21,,36768,CLEAR,,KEY WEST,817 simonton st,,,FL,33040,,6/29/17,KEY WEST,817 simonton st,FL,33040,,N,Massage Establishment,MM,6/29/17,"817 simonton st, KEY WEST, FL 33040",Florida,Monroe County,United States,"817 Simonton St, Key West, FL 33040, USA",24.5533261,Key West,-81.798832,OK,,33040,7445,Simonton Street,817,,24.55333:-81.79883,24.55333:-81.79883#,massage,37707,0,0
N,AVILES HAIR STUDIO LLC,59,OSCEOLA,avileshairstudio@gmail.com,8/31/21,,39558,CLEAR,,KISSIMMEE,23 BROADWAY,,,FL,34741,,6/19/19,KISSIMMEE,23 BROADWAY,FL,34741,,N,Massage Establishment,MM,6/19/19,"23 BROADWAY, KISSIMMEE, FL 34741",Florida,Osceola County,United States,"23 Broadway, Kissimmee, FL 34741, USA",28.2926244,Kissimmee,-81.4075329,OK,,34741,5711,Broadway,23,,28.29262:-81.40753,28.29262:-81.40753#,massage,41528,0,0
N,CHENS MASSAGE CLINIC,47,LEON,chensmassageclinic@gmail.com,8/31/21,,35058,CLEAR,,TALLAHASSEE,5655 JACKSONS GAP RD,,,FL,32317,,4/1/16,TALLAHASSEE,2910 KERRY FOREST PARK WAY,FL,32309,,N,Massage Establishment,MM,4/1/16,"2910 KERRY FOREST PARK WAY, TALLAHASSEE, FL 32309",Florida,Leon County,United States,"2910 Kerry Forest Pkwy, Tallahassee, FL 32309, USA",30.5423752,Tallahassee,-84.2247509,OK,,32309,,Kerry Forest Parkway,2910,,30.54238:-84.22475,30.54238:-84.22475#,massage,35259,0,0
N,LE Tranquility LLC,16,BROWARD,youngmeicpa@gmail.com,8/31/19,,39175,CLEAR,,LAUDERHILL,4970  N University Dr,,,FL,33351,,3/11/19,LAUDERHILL,4970  N University Dr,FL,33351,,N,Massage Establishment,MM,3/11/19,"4970  N University Dr, LAUDERHILL, FL 33351",Florida,Broward County,United States,"4970 N University Dr, Lauderhill, FL 33351, USA",26.1871543,Lauderhill,-80.2511029,OK,,33351,5748,North University Drive,4970,,26.18715:-80.25110,26.18715:-80.25110#,massage,41106,0,0
N,J B BEAK LLC,60,PALM BEACH,bbutrymowicz@handandstone.com,8/31/21,,32169,CLEAR,,JUPITER,6230 W. INDIANTOWN RD,,,FL,33458,SUITE 4,3/7/14,JUPITER,6230 W.INDIANTOWN ROAD,FL,33458,SUITE 4,N,Massage Establishment,MM,3/7/14,"6230 W.INDIANTOWN ROAD, JUPITER, FL 33458",Florida,Palm Beach County,United States,"6230 W Indiantown Rd, Jupiter, FL 33458, USA",26.934025,Jupiter,-80.1299071,OK,,33458,,West Indiantown Road,6230,,26.93403:-80.12991,26.93403:-80.12991#,massage,31956,0,0
N,MASSAGE ISLAND FL INC,58,ORANGE,1561501545@qq.com,8/31/21,,38264,CLEAR,,ORLANDO,359 DEMPSEY WAY,,,FL,32835,,7/6/18,NAPLES,1980 9TH ST N,FL,34102,SUITE G6,N,Massage Establishment,MM,7/6/18,"1980 9TH ST N, NAPLES, FL 34102",Florida,Collier County,United States,"1980 9th St N, Naples, FL 34102, USA",26.1701224,Naples,-81.799425,OK,Sun Terrace,34102,,9th Street North,1980,,26.17012:-81.79942,26.17012:-81.79942#,massage,40008,0,0
N,FORMOSA DAILY HEALTH LLC,16,BROWARD,linyentingleeann@gmail.com,8/31/21,,27579,CLEAR,,POMPANO BEACH,120 S. FEDERAL HWY,,,FL,33062,,8/25/11,POMPANO BEACH,120 S. Federal Hwy,FL,33062,,N,Massage Establishment,MM,8/25/11,"120 S. Federal Hwy, POMPANO BEACH, FL 33062",Florida,Broward County,United States,"120 Federal Hwy, Pompano Beach, FL 33062, USA",26.2303146,Pompano Beach,-80.1024959,OK,,33062,5321,Federal Highway,120,,26.23031:-80.10250,26.23031:-80.10250#,massage,27469,0,0
N,Tao&Zen Jun Foot Spa Inc,68,SARASOTA,ruijunyang62@gmail.com,8/31/21,,38630,CLEAR,,SARASOTA,3380 Sheffield cir,,,FL,34239,,10/12/18,SARASOTA,1299 Beneva Rd,FL,34232,,N,Massage Establishment,MM,10/12/18,"1299 Beneva Rd, SARASOTA, FL 34232",Florida,Sarasota County,United States,"1299 S Beneva Rd, Sarasota, FL 34232, USA",27.3215009,Sarasota,-82.4970115,OK,,34232,,South Beneva Road,1299,,27.32150:-82.49701,27.32150:-82.49701#,massage,40266,0,0
N,my foot spa & massage,66,ST.LUCIE,ymx889263370@yahoo.com,8/31/21,,38315,CLEAR,,PORT SAINT LUCIE,2658 SW Monterrey Ln,,,FL,34953,,7/19/18,STUART,1316 NW Federal Hwy,FL,34994,,N,Massage Establishment,MM,7/19/18,"1316 NW Federal Hwy, STUART, FL 34994",Florida,Martin County,United States,"1316 NW Federal Hwy, Stuart, FL 34994, USA",27.2211975,Stuart,-80.2638099,OK,,34994,,Northwest Federal Highway,1316,,27.22120:-80.26381,27.22120:-80.26381#,massage,39534,0,0
N,"PINE HEALTH SPA, INC",69,SEMINOLE,chingu0155@gmail.com,8/31/21,,39262,CLEAR,,LONGWOOD,1685 Powell St,,,FL,32750,,4/3/19,LONGWOOD,1685 Powell St,FL,32750,,N,Massage Establishment,MM,4/3/19,"1685 Powell St, LONGWOOD, FL 32750",Florida,Seminole County,United States,"1685 Powell St, Longwood, FL 32750, USA",28.6966118,Longwood,-81.3774308,OK,,32750,3849,Powell Street,1685,,28.69661:-81.37743,28.69661:-81.37743#,massage,41185,0,0
N,SOUTHEAST FRANCHISES LLC,62,PINELLAS,clinic0507@massageenvy.com,8/31/21,,37036,CLEAR,727,CLEARWATER,Massage Envy Clearwater,,799-3689,FL,33761,2516 B N McMullen Booth Rd,9/18/17,CLEARWATER,2516-B N. MCMULLEN BOOTH RD,FL,33761,SUITE B,N,Massage Establishment,MM,9/18/17,"2516-B N. MCMULLEN BOOTH RD, CLEARWATER, FL 33761",Florida,Pinellas County,United States,"2516 McMullen Booth Rd, Clearwater, FL 33761, USA",28.0130267,Clearwater,-82.7091106,OK,,33761,4178,McMullen Booth Road,2516,,28.01303:-82.70911,28.01303:-82.70911#,massage,38205,0,0
N,Jennifer Coyne,39,HILLSBOROUGH,jeni@sunstonereikimassage.com,8/31/21,,39432,CLEAR,813,BRANDON,1016 Peachwood Dr,,699-0376,FL,33510,,5/16/19,BRANDON,661 W Lumsden Rd,FL,33511,,N,Massage Establishment,MM,5/16/19,"661 W Lumsden Rd, BRANDON, FL 33511",Florida,Hillsborough County,United States,"661 W Lumsden Rd, Brandon, FL 33511, USA",27.9210107,Brandon,-82.2932263,OK,,33511,5911,West Lumsden Road,661,,27.92101:-82.29323,27.92101:-82.29323#,massage,41407,0,0
N,"S&J Enterprises of Jupiter, Inc",60,PALM BEACH,paradisefoot@gmail.com,8/31/19,,38781,CLEAR,561,JUPITER,601 W.Indiantown Rd,,843-0286,FL,33458,Ste#2,11/29/18,SAINT PETERSBURG,6932 22nd Ave N,FL,33710,,N,Massage Establishment,MM,11/29/18,"6932 22nd Ave N, SAINT PETERSBURG, FL 33710",Florida,Pinellas County,United States,"6932 22nd Ave N, St. Petersburg, FL 33710, USA",27.7907144,St. Petersburg,-82.7348897,OK,,33710,,22nd Avenue North,6932,,27.79071:-82.73489,27.79071:-82.73489#,massage,40681,0,0
N,J & C WELLNESS ASIAN MASSAGE LLC,21,COLLIER,pansy843@gmail.com,8/31/19,,38665,CLEAR,386,NAPLES,"3447 Pine Ridge Rd,Suite #102",,747-1011,FL,34109,,10/26/18,NAPLES,"3447 Pine Ridge Rd,Suite #102",FL,34109,,N,Massage Establishment,MM,10/26/18,"3447 Pine Ridge Rd,Suite #102, NAPLES, FL 34109",Florida,Collier County,United States,"3447 Pine Ridge Rd #102, Naples, FL 34109, USA",26.213094,Naples,-81.7484325,OK,Urban Estates,34109,,Pine Ridge Road,3447,102,26.21309:-81.74843,26.21309:-81.74843#102,massage,40467,0,0
N,MAGNOLIA INTERNATIONAL LLC,58,ORANGE,sha@maviscarp.com,8/31/19,,38793,CLEAR,407,SAND LAKE,7722 W SAND LAKE ROAD,,432-3557,FL,32819,,12/3/18,SAND LAKE,7722 W SAND LAKE ROAD,FL,32819,,N,Massage Establishment,MM,12/3/18,"7722 W SAND LAKE ROAD, SAND LAKE, FL 32819",Florida,Orange County,United States,"7722 W Sand Lake Rd, Orlando, FL 32819, USA",28.4498545,Orlando,-81.4884952,OK,,32819,5114,West Sand Lake Road,7722,,28.44985:-81.48850,28.44985:-81.48850#,massage,40488,0,0
N,"NEWPORT HOSPITALITY, LLC",23,MIAMI-DADE,jkaye@newportbeachsideresort.com,8/31/19,,30588,CLEAR,305,SUNNY ISLES BEACH,16701 COLLINS AVENUE,1551,949-1300,FL,33160,,3/21/13,SUNNY ISLES BEACH,16701 COLLINS AVENUE,FL,33160,,N,Massage Establishment,MM,3/21/13,"16701 COLLINS AVENUE, SUNNY ISLES BEACH, FL 33160",Florida,Miami-Dade County,United States,"16701 Collins Ave, Sunny Isles Beach, FL 33160, USA",25.9307381,Sunny Isles Beach,-80.1213721,OK,,33160,,Collins Avenue,16701,,25.93074:-80.12137,25.93074:-80.12137#,massage,30598,0,0
N,"CASITA YOGA STUDIO, LLC",26,DUVAL,info@casitayogastudio.com,8/31/19,,38682,CLEAR,904,JACKSONVILLE,937 Edgewood Ave S,,339-8825,FL,32205,,11/1/18,JACKSONVILLE,937 Edgewood Ave S,FL,32205,,N,Massage Establishment,MM,11/1/18,"937 Edgewood Ave S, JACKSONVILLE, FL 32205",Florida,Duval County,United States,"937 Edgewood Ave S, Jacksonville, FL 32205, USA",30.3128409,Jacksonville,-81.7184998,OK,Northwest,32205,5363,Edgewood Avenue South,937,,30.31284:-81.71850,30.31284:-81.71850#,massage,40499,0,0
N,EMF OF WINTER PARK,45,LAKE,clermontspa@jsterlingsalonspa.com,8/31/19,,38713,CLEAR,407,CLERMONT,185 US Highway 27,,961-8457,FL,34711,,11/20/18,CLERMONT,185 US Highway 27,FL,34711,,N,Massage Establishment,MM,11/20/18,"185 US Highway 27, CLERMONT, FL 34711",Florida,Lake County,United States,"185 US-27, Clermont, FL 34711, USA",28.5641801,Clermont,-81.7436192,OK,,34711,2400,U.S. 27,185,,28.56418:-81.74362,28.56418:-81.74362#,massage,40574,0,0
N,"ocean relaxation,INC",52,MARION,xunhui686@icloud.com,8/31/21,,38802,CLEAR,786,OCALA,3993 SW 58TH AVE,,473-5990,FL,34474,,12/3/18,SARASOTA,140 University Town Center Dr.,FL,34243,unit 205,N,Massage Establishment,MM,12/3/18,"140 University Town Center Dr., SARASOTA, FL 34243",Florida,Sarasota County,United States,"140 University Town Center Dr, Sarasota, FL 34243, USA",27.3846059,Sarasota,-82.4531351,OK,,34243,,University Town Center Drive,140,,27.38461:-82.45314,27.38461:-82.45314#,massage,40662,0,0
N,GINZA BEAUTY INC.,60,PALM BEACH,anniewu22@gmail.com,8/31/19,,36084,CLEAR,954,BOCA RATON,709 E. PALMETTO RD,,951-6160,FL,33432,,12/28/16,BOCA RATON,709 E. PALMETTO RD,FL,33432,,N,Massage Establishment,MM,12/28/16,"709 E. PALMETTO RD, BOCA RATON, FL 33432",Florida,Palm Beach County,United States,"709 E Palmetto Park Rd, Boca Raton, FL 33432, USA",26.3509616,Boca Raton,-80.0746161,OK,,33432,5103,East Palmetto Park Road,709,,26.35096:-80.07462,26.35096:-80.07462#,massage,36750,0,0
N,"INVESTWELL PROPERTIES, LLC",62,PINELLAS,kalyn@bewellhw.co,8/31/19,,38787,CLEAR,727,SAINT PETERSBURG,2549 1st Avenue South,,222-0566,FL,33712,,11/30/18,SAINT PETERSBURG,2549 1st Avenue South,FL,33712,,N,Massage Establishment,MM,11/30/18,"2549 1st Avenue South, SAINT PETERSBURG, FL 33712",Florida,Pinellas County,United States,"2549 1st Ave S, St. Petersburg, FL 33712, USA",27.7704079,St. Petersburg,-82.6681962,OK,Grand Central District,33712,1105,1st Avenue South,2549,,27.77041:-82.66820,27.77041:-82.66820#,massage,40434,0,0
N,Mariel Steel LMT Corp,59,OSCEOLA,lmtmariel@gmail.com,8/31/21,,39509,CLEAR,132,SAINT CLOUD,519 Gerry,,162-6668,FL,34771,,6/5/19,ORLANDO,710 W Princton,FL,32804,,N,Massage Establishment,MM,6/5/19,"710 W Princton, ORLANDO, FL 32804",Florida,Orange County,United States,"710 W Princeton St, Orlando, FL 32804, USA",28.5708721,Orlando,-81.3899236,OK,College Park,32804,5214,West Princeton Street,710,,28.57087:-81.38992,28.57087:-81.38992#,massage,41320,0,0
N,Wellness Spa LLC,59,OSCEOLA,dlfei924@gmail.com,8/31/21,,37283,CLEAR,407,SAINT CLOUD,1406 S NARCOOSSEE RD,,593-9121,FL,34771,,11/7/17,SAINT CLOUD,1406 S NARCOOSSEE RD,FL,34771,,N,Massage Establishment,MM,11/7/17,"1406 S NARCOOSSEE RD, SAINT CLOUD, FL 34771",Florida,Osceola County,United States,"1406 S Narcoossee Rd, St Cloud, FL 34771, USA",28.2679846,St. Cloud,-81.2423135,OK,,34771,7210,South Narcoossee Road,1406,,28.26798:-81.24231,28.26798:-81.24231#,massage,38639,0,0
N,"DR TANYA SCHRUMPF DC, INC",15,BREVARD,fssrnicole@gmail.com,8/31/21,,20601,CLEAR,321,INDIAN HARBOUR BEACH,1861 S Patrick Drive,,267-0188,FL,32937,Suite 137,11/14/07,TITUSVILLE,3910 S WASHINGTON AVENUE # 109,FL,32780,,N,Massage Establishment,MM,11/14/07,"3910 S WASHINGTON AVENUE # 109, TITUSVILLE, FL 32780",Florida,Brevard County,United States,"3910 S Washington Ave #109, Titusville, FL 32780, USA",28.5676616,Titusville,-80.7987156,OK,Indian River City,32780,,South Washington Avenue,3910,109,28.56766:-80.79872,28.56766:-80.79872#109,massage,19928,0,0
N,MASSAGE THERAPY LLC,60,PALM BEACH,massagetherapy500@gmail.com,8/31/21,,33459,CLEAR,561,BOYNTON BEACH,2621 CRABAPPLE CIR,,789-8953,FL,33436-6640,,3/2/15,BOCA RATON,500 NE SPANISH RIVER BLVD STE 35,FL,33431-4517,,N,Massage Establishment,MM,3/2/15,"500 NE SPANISH RIVER BLVD STE 35, BOCA RATON, FL 33431-4517",Florida,Palm Beach County,United States,"500 NE Spanish River Blvd #35, Boca Raton, FL 33431, USA",26.385129,Boca Raton,-80.0778066,OK,,33431,,Northeast Spanish River Boulevard,500,35,26.38513:-80.07781,26.38513:-80.07781#35,massage,33770,0,0
N,FOUR SEASONS PORTSIDE MASSAGE,26,DUVAL,brianscott1213@gmail.com,8/31/21,,35019,CLEAR,904,JACKSONVILLE,2118 NESTLING CT,,303-4700,FL,32224,,3/21/16,JACKSONVILLE,2294 -6 MAYPORT RD,FL,32233,,N,Massage Establishment,MM,3/21/16,"2294 -6 MAYPORT RD, JACKSONVILLE, FL 32233",Florida,Duval County,United States,"2294 Mayport Rd, Atlantic Beach, FL 32233, USA",30.3510635,Atlantic Beach,-81.4144194,OK,North Beach,32233,,Mayport Road,2294,,30.35106:-81.41442,30.35106:-81.41442#,massage,35058,0,0
N,"PETER J. VAPNEK, DC PA",60,PALM BEACH,stephanie@drvapnek.com,8/31/21,,19037,CLEAR,561,DELRAY BEACH,14838 S MILITARY TRAIL,,274-6100,FL,33484,,11/20/06,DELRAY BEACH,14838 MILITARY TRAIL,FL,33484,,N,Massage Establishment,MM,11/20/06,"14838 MILITARY TRAIL, DELRAY BEACH, FL 33484",Florida,Palm Beach County,United States,"14838 S Military Trail, Delray Beach, FL 33445, USA",26.4560292,Delray Beach,-80.1214198,OK,,33445,,South Military Trail,14838,,26.45603:-80.12142,26.45603:-80.12142#,massage,18241,0,0
N,SKIN APEEL DAY SPA,60,PALM BEACH,kim@skinapeel.com,8/31/21,,4774,CLEAR,561,BOCA RATON,"21301 POWERLINE ROAD, #215",,852-8081,FL,33433,,1/25/94,BOCA RATON,"21301 POWERLINE ROAD, #215",FL,33433,,N,Massage Establishment,MM,1/1/01,"21301 POWERLINE ROAD, #215, BOCA RATON, FL 33433",Florida,Palm Beach County,United States,"21301 Powerline Rd #215, Boca Raton, FL 33433, USA",26.3605477,Boca Raton,-80.1535456,OK,,33433,,Powerline Road,21301,215,26.36055:-80.15355,26.36055:-80.15355#215,massage,1436,0,0
N,PARIS HAIR THE NEW LOOK LLC,39,HILLSBOROUGH,parishairthenewlook@hotmail.com,8/31/21,,27360,CLEAR,813,TEMPLE TERRACE,11103 North  North 56th Street,,786-8510,FL,33617,Temple Terrace,7/20/11,TEMPLE TERRACE,11103 N 56TH ST,FL,33617,,N,Massage Establishment,MM,7/20/11,"11103 N 56TH ST, TEMPLE TERRACE, FL 33617",Florida,Hillsborough County,United States,"11103 N 56th St, Temple Terrace, FL 33617, USA",28.0493951,Temple Terrace,-82.3932165,OK,,33617,2901,North 56th Street,11103,,28.04940:-82.39322,28.04940:-82.39322#,massage,27309,0,0
N,"BEACH LIFE WELLNESS INSTITUTE, LLC",68,SARASOTA,beachlifewellness@gmail.com,8/31/21,,31384,CLEAR,941,NOKOMIS,301 ALBEE RD W,,244-2006,FL,34275,,9/17/13,NOKOMIS,301 ALBEE RD W,FL,34275,,N,Massage Establishment,MM,9/17/13,"301 ALBEE RD W, NOKOMIS, FL 34275",Florida,Sarasota County,United States,"301 Albee Rd W, Nokomis, FL 34275, USA",27.1244572,Nokomis,-82.4570869,OK,,34275,2005,Albee Road West,301,,27.12446:-82.45709,27.12446:-82.45709#,massage,31344,0,0
N,SARASOTA SCHOOL OF MASSAGE THERAPY,51,MANATEE,stephanie.k@sarasotaschoolofmassagetherapy.edu,8/31/21,,21226,CLEAR,941,SARASOTA,5885 WHITFIELD AVE,,957-0577,FL,34243,,4/11/08,SARASOTA,5885 WHITFIELD AVE,FL,34243,,N,Massage Establishment,MM,9/9/11,"5885 WHITFIELD AVE, SARASOTA, FL 34243",Florida,Manatee County,United States,"5885 Whitfield Ave, Sarasota, FL 34243, USA",27.3894551,Sarasota,-82.4861793,OK,,34243,3125,Whitfield Avenue,5885,,27.38946:-82.48618,27.38946:-82.48618#,massage,20659,0,0
N,"The Bow Acupuncture & Community Wellness, LLC",26,DUVAL,info@bowacupuncture.com,8/31/21,,36873,CLEAR,904,JACKSONVILLE,590 Edgewood Ave S,,834-0740,FL,32205,,7/31/17,JACKSONVILLE,590 Edgewood Ave S,FL,32205,,N,Massage Establishment,MM,7/31/17,"590 Edgewood Ave S, JACKSONVILLE, FL 32205",Florida,Duval County,United States,"590 Edgewood Ave S, Jacksonville, FL 32205, USA",30.316184,Jacksonville,-81.7228129,OK,Northwest,32205,5361,Edgewood Avenue South,590,,30.31618:-81.72281,30.31618:-81.72281#,massage,37834,0,0
N,"VeyMou Day Spa, LLC",69,SEMINOLE,veymoudayspa@gmail.com,8/31/21,,39520,CLEAR,850,LONGWOOD,900 Fox Valley Dr.,,225-5224,FL,32779,Ste 104,6/7/19,LONGWOOD,900 Fox Valley Dr.,FL,32779,Ste 104,N,Massage Establishment,MM,6/7/19,"900 Fox Valley Dr., LONGWOOD, FL 32779",Florida,Seminole County,United States,"900 Fox Valley Dr, Longwood, FL 32779, USA",28.705061,Longwood,-81.4206655,OK,,32779,,Fox Valley Drive,900,,28.70506:-81.42067,28.70506:-81.42067#,massage,41463,0,0
N,"MGS BROWARD, LLC",16,BROWARD,isaac@mgreenspa.com,8/31/21,,33564,CLEAR,786,SOUTHWEST RANCHES,14701 MARVIN LANE,,255-3291,FL,33330,,3/26/15,PEMBROKE PINES,15829 PINES BLVD.,FL,33027,,N,Massage Establishment,MM,1/19/18,"15829 PINES BLVD., PEMBROKE PINES, FL 33027",Florida,Broward County,United States,"15829 Pines Blvd, Pembroke Pines, FL 33028, USA",26.0095063,Pembroke Pines,-80.3567515,OK,,33028,,Pines Boulevard,15829,,26.00951:-80.35675,26.00951:-80.35675#,massage,33668,0,0
N,"CITATION 35, LLC",58,ORANGE,james@istudiosalons.com,8/31/21,,32677,CLEAR,317,ORLANDO,260 S. OSCEOLA AVE.,,727-0664,FL,32801,SUITE 101,6/26/14,ORLANDO,6996 PIAZZA GRANDE AVENUE,FL,32835,,N,Massage Establishment,MM,6/26/14,"6996 PIAZZA GRANDE AVENUE, ORLANDO, FL 32835",Florida,Orange County,United States,"6996 Piazza Grande Ave, Orlando, FL 32835, USA",28.5162501,Orlando,-81.4818761,OK,Southwest Orlando,32835,,Piazza Grande Avenue,6996,,28.51625:-81.48188,28.51625:-81.48188#,massage,32086,0,0
N,"JRC Holdings, LLC",21,COLLIER,rlcaulk@gmail.com,8/31/21,,38740,CLEAR,314,NAPLES,265 Indies Way #1401,,378-0690,FL,34110,,11/20/18,NAPLES,4868 Davis Blvd.,FL,34104,,N,Massage Establishment,MM,11/20/18,"4868 Davis Blvd., NAPLES, FL 34104",Florida,Collier County,United States,"4868 Davis Blvd, Naples, FL 34112, USA",26.1373698,Naples,-81.7479858,OK,East Naples,34112,,Davis Boulevard,4868,,26.13737:-81.74799,26.13737:-81.74799#,massage,40477,0,0
N,LE SISTERS LLC,15,BREVARD,ledutr@yahoo.com,8/31/19,,39207,CLEAR,863,MERRITT ISLAND,455 TRIALS END DRIVE,,206-0064,FL,32953,,3/20/19,AVENTURA,19575 BISCAYNE BLVD SUITE 399,FL,33180,,N,Massage Establishment,MM,3/20/19,"19575 BISCAYNE BLVD SUITE 399, AVENTURA, FL 33180",Florida,Miami-Dade County,United States,"19575 Biscayne Blvd #399, Aventura, FL 33180, USA",25.9571477,Aventura,-80.1436082,OK,,33180,,Biscayne Boulevard,19575,399,25.95715:-80.14361,25.95715:-80.14361#399,massage,39498,0,0
N,Zarubina Leontyeva LLC,58,ORANGE,royalmiragehammam@gmail.com,8/31/19,,38719,CLEAR,407,ORLANDO,10195 Ancora Cir,,730-0337,FL,32821,2411,11/20/18,ORLANDO,11951 International Dr,FL,32821,Unit B4,N,Massage Establishment,MM,11/20/18,"11951 International Dr, ORLANDO, FL 32821",Florida,Orange County,United States,"11951 International Dr, Orlando, FL 32821, USA",28.3904046,Orlando,-81.4679778,OK,,32821,,International Drive,11951,,28.39040:-81.46798,28.39040:-81.46798#,massage,40586,0,0
N,BAILEY CHIROPRACTIC LIFE CENTER,65,ST.JOHNS,manager.bailey@gmail.com,8/31/21,,14047,CLEAR,904,ST. AUGUSTINE,224 Southpark Circle East,,342-4941,FL,32086,,12/3/03,SAINT AUGUSTINE,224 Southpark Circle E,FL,32086,,N,Massage Establishment,MM,10/19/17,"224 Southpark Circle E, SAINT AUGUSTINE, FL 32086",Florida,St. Johns County,United States,"224 Southpark Cir E, St. Augustine, FL 32086, USA",29.8630573,St. Augustine,-81.3248029,OK,,32086,5135,Southpark Circle East,224,,29.86306:-81.32480,29.86306:-81.32480#,massage,12845,0,0
N,FIVE POINTS MASSAGE LLC,67,SANTA ROSA,angela@crow.bz,8/31/21,,38594,CLEAR,850,PACE,5606 WOODBINE RD,,791-0959,FL,32571,,10/1/18,PACE,5606 WOODBINE RD,FL,32571,,N,Massage Establishment,MM,10/1/18,"5606 WOODBINE RD, PACE, FL 32571",Florida,Santa Rosa County,United States,"5606 Woodbine Rd, Pace, FL 32571, USA",30.6406536,Pace,-87.1811198,OK,,32571,8767,Woodbine Road,5606,,30.64065:-87.18112,30.64065:-87.18112#,massage,40347,0,0
N,Massage By Lindsay,39,HILLSBOROUGH,lindsayosmulski85@gmail.com,8/31/21,,39333,CLEAR,727,TAMPA,4902 West Waters Ave.,,946-9605,FL,33634,,4/19/19,TAMPA,4902 West Waters Ave.,FL,33634,,N,Massage Establishment,MM,4/19/19,"4902 West Waters Ave., TAMPA, FL 33634",Florida,Hillsborough County,United States,"4902 W Waters Ave, Tampa, FL 33634, USA",28.0244315,Tampa,-82.52687,OK,,33634,1315,West Waters Avenue,4902,,28.02443:-82.52687,28.02443:-82.52687#,massage,41312,0,0
N,"NEUROTECH, INC.",20,CLAY,kbonner@primemed4u.com,8/31/21,,37062,CLEAR,904,ORANGE PARK,930 KINGSLEY AVENUE,311,269-0500,FL,32073,,9/22/17,SAINT AUGUSTINE,3100 US HWY 1 SOUTH,FL,32086,SUITE 2,N,Massage Establishment,MM,9/22/17,"3100 US HWY 1 SOUTH, SAINT AUGUSTINE, FL 32086",Florida,,United States,"3100 U.S. 1 Ste 4A South, St. Augustine, FL 32086, United States",29.8366728,St. Augustine,-81.3217516,OK,,32086,,,,,29.83667:-81.32175,29.83667:-81.32175#,massage,38036,0,0
