Business Name,UBI#,Business Type,Principal Office Address,Registered Agent Name,Status
"GEMINI MASSAGE, LLC",602 834 419,WA LIMITED LIABILITY COMPANY,,KELLYHORN,Administratively Dissolved
"GENESIS MASSAGE, PLLC",603 162 464,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1513 JADWIN AVE, RICHLAND, WA, 99354-2901, UNITED STATES",ALEESHA BREANN SMITH,Active
"GENTLE HEARTS MASSAGE THERAPY, LLC",603 377 044,WA LIMITED LIABILITY COMPANY,"167 NE KAMIAKEN, PULLMAN, WA, 99163, UNITED STATES",ANDREA BERRY,Administratively Dissolved
GENTLE TOUCH PET MASSAGE LLC,604 396 892,WA LIMITED LIABILITY COMPANY,"8908 HARBOR LN, YAKIMA, WA, 98903-8903, UNITED STATES",CHERYL RATHJEN,Active
GENTLE-TOUCH LLC (MASSAGE & AQUATIC BODYWORK),603 041 303,WA LIMITED LIABILITY COMPANY,,WILLIAM NWORDEN,Administratively Dissolved
GENUINE MASSAGE BY REID CO,603 416 930,WA PROFIT CORPORATION,"925 TROSPER WAY SW, TUMWATER, WA, 98512, UNITED STATES",TIFFANY REID,Administratively Dissolved
"GIFTED HANDS MASSAGE, LLC",604 027 009,WA LIMITED LIABILITY COMPANY,"6004 MUD FLAT ROAD, LACROSSE, WA, 99143, UNITED STATES",SHENETTE CROSS,Voluntarily Dissolved
"GIG HARBOR MASSAGE & SPA, LLC",602 035 992,WA LIMITED LIABILITY COMPANY,,PATTY D ALDERSON,Inactive
GINGER MASSAGE AND SPA LLC,603 213 219,WA LIMITED LIABILITY COMPANY,"22910 BOTHELL EVERETT HWY, BOTHELL, WA, 98021, UNITED STATES",JEAN  CHOU,Administratively Dissolved
"GINGER MEDICAL MASSAGE, P.S.",604 433 248,WA PROFESSIONAL SERVICE CORPORATION,"4444 WOODLAND PARK AVE N UNIT 204, SEATTLE, WA, 98103-7499, UNITED STATES",JEFFREY ADAMS,Active
GIVING HANDS MASSAGE LLC,603 281 884,WA LIMITED LIABILITY COMPANY,"13751 LAKE CITY WAY NE #104, SEATTLE, WA, WA, 98125, UNITED STATES",CASSAUNDRA MOORE,Administratively Dissolved
"GLOW MASSAGE AND HEALING ARTS, LLC",603 271 097,WA LIMITED LIABILITY COMPANY,"2209 NORTH 30TH #2, TACOMA, WA, 98403, UNITED STATES",KARIN  SCHMIDT,Administratively Dissolved
"GNARLED ROOTS MASSAGE THERAPY, LLC",603 373 712,WA LIMITED LIABILITY COMPANY,"105A WEST MAIN, PUYALLUP, WA, 98371, UNITED STATES",DAWN HAMMER,Administratively Dissolved
"GODDESS HANDS MASSAGE, LLC",602 688 626,WA LIMITED LIABILITY COMPANY,"11108 CHENNAULT BCH RD #911, MUKILTEO, WA, 98275, UNITED STATES",JENNIFER ARNDT,Inactive
GOLD FINGER MASSAGE LLC,604 379 481,WA LIMITED LIABILITY COMPANY,"23962 ALESSANDRO BLVD, SUITE J, MORENO VALLEY, CA, 92553-8806, UNITED STATES",JEAN CHOU,Active
GOLDEN FOOT MASSAGE LLC,603 115 206,WA LIMITED LIABILITY COMPANY,"207 E CHESTNUT ST, BELLINGHAM, WA, 98225-5002, UNITED STATES",YUMING JI,Active
GOLDEN LILY MASSAGE SPA LLC,603 577 031,WA LIMITED LIABILITY COMPANY,"9501 STATE AVE #A, MARYSVILLE, WA, 98270, UNITED STATES",MEI WU,Administratively Dissolved
"GOLDEN MASSAGE, CORP.",604 305 828,WA PROFIT CORPORATION,"5402 TACOMA MALL BLVD, TACOMA, WA, 98409-7052, UNITED STATES","CHARLIE DANG INCOME TAX, INC.",Voluntarily Dissolved
"GOOD FOR YOU MASSAGE & DAY SPA, LLC",603 152 294,WA LIMITED LIABILITY COMPANY,"202 SOUTH 348TH STREET, 4, FEDERAL WAY, WA, 98003, UNITED STATES",TONYA LYNN PILICHOWSKI,Active
"GOOD HANDS MASSAGE & BODYWORK, LLC",602 470 758,WA LIMITED LIABILITY COMPANY,"8113 NE 25TH AVE, VANCOUVER, WA, 98665, UNITED STATES",GENEVIEVE E WELCH,Inactive
"GOOD HANDS THERAPEUTIC MASSAGE, LLC",604 399 369,WA LIMITED LIABILITY COMPANY,"14008 284TH CIR NE, DUVALL, WA, 98019, UNITED STATES",NATALIA SKUIN,Active
"GOOD IMPRESSIONS MASSAGE THERAPY, PLLC",602 759 147,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"17810 157TH AVE SE, RENTON, WA, 98058-9020, UNITED STATES",JULIA MULLINS,Administratively Dissolved
GRACE CHIROPRACTIC AND MASSAGE CENTER P.S.,602 755 219,WA PROFESSIONAL SERVICE CORPORATION,"30390 PACIFIC HYW S #208, FEDERAL WAY, WA, 98003, UNITED STATES",CHAN HO PARK,Inactive
GRACE METHOD MASSAGE PLLC,604 174 684,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"2706 33RD AVE S, SEATTLE, WA, 98144, UNITED STATES",WEI ZHENG,Voluntarily Dissolved
GRANDVIEW THERAPEUTIC MASSAGE INC.,601 939 896,WA PROFIT CORPORATION,,SHANNON BARRETT,Inactive
GRANDVIEW THERAPEUTIC MASSAGE INC.,602 278 363,WA PROFIT CORPORATION,"3610 GRANDVIEW ST STE A, GIG HARBOR, WA, 98335-1135, UNITED STATES",NIA MAQUAR,Active
"GREATER SEATTLE MARVELOUS MASSAGE THERAPY, P.L.L.C.",602 622 690,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"145 NW 85TH ST # 102, SEATTLE, WA, 98117, UNITED STATES",LILLI EWING,Inactive
"GREATER SEATTLE MARVELOUS MASSAGE, P.L.L.C.",602 622 712,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"145 MW 85TH ST # 102, SEATTLE, WA, 98117, UNITED STATES",LILLI EWING,Inactive
GREATEST  EDGE MASSAGE PLLC,604 440 898,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"600 BELLEVUE WAY NE STE 400, BELLEVUE, WA, 98004-5011, UNITED STATES",MARIA ANCIRA,Active
"GREEN LAKE MASSAGE HEALTH CENTER, LLC",603 164 255,WA LIMITED LIABILITY COMPANY,"6823 OSWEGO PL NE #1, SEATTLE, WA, 98115, UNITED STATES",RACHEL MEYER,Administratively Dissolved
GREENBOW MASSAGE CORPORATION,603 536 443,WA PROFIT CORPORATION,"12073 124TH AVE NE, KIRKLAND, WA, 98034-8204, UNITED STATES",YANLING WANG,Active
"GREENLEAF MASSAGE, PLLC",604 515 057,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"411 N MISSION ST, WENATCHEE, WA, 98801-2007, UNITED STATES",KATRINA CLARK,Active
GREENTREE MASSAGE CORPORATION,602 532 433,WA PROFIT CORPORATION,"14028 BEL RED RD #10, BELLEVUE, WA, 98007, UNITED STATES",RICHARD KWON,Inactive
"GREER MASSAGE, LLC",604 497 681,WA LIMITED LIABILITY COMPANY,"11515 BURNHAM DR, GIG HARBOR, WA, 98332-8543, UNITED STATES",GRETA GREER,Active
GUIDING INTUITION THERAPEUTIC MASSAGE LLC,604 218 335,WA LIMITED LIABILITY COMPANY,"677 WOODLAND SQUARE LOOP SE, LACEY, WA, 98503-1000, UNITED STATES",IRIS HARRISON,Active
GW FOOT MASSAGE LLC,604 157 136,WA LIMITED LIABILITY COMPANY,"22803 44TH AVE W # E3, MOUNTLAKE TERRACE, WA, 98043, UNITED STATES",GANG WANG,Active
"HALO THERAPEUTIC MASSAGE, LLC",603 418 120,WA LIMITED LIABILITY COMPANY,"16533 MAPLEWILD AVE SW, BURIEN, WA, 98166-3133, UNITED STATES","HALO THERAPEUTIC MASSAGE, LLC",Active
HANA HOU MASSAGE LLC,604 435 202,WA LIMITED LIABILITY COMPANY,"1201 11TH ST STE 204B, BELLINGHAM, WA, 98225-7093, UNITED STATES",JORDAN RICHARDSON,Active
"HAND BALANCE MASSAGE, PLLC",603 383 439,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"3712 S PILGRIM ST, SEATTLE, WA, 98118, UNITED STATES",EVAN DOWER,Administratively Dissolved
"HANDCRAFTED MASSAGE & BODY THERAPY, LLC",604 345 443,WA LIMITED LIABILITY COMPANY,"8236 W GAGE BLVD, SUITE B, KENNEWICK, WA, 99336-7114, UNITED STATES",HANDCRAFTED MASSAGE & BODY THERAPY,Active
"HANDS AND HEART MASSAGE, PLLC",604 469 727,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1800 COOPER POINT RD SW STE 2, OLYMPIA, WA, 98502-1178, UNITED STATES","HANDS AND HEART MASSAGE, PLLC",Active
HANDS FROM THE HEART MASSAGE THEREPY LLC,603 000 411,WA LIMITED LIABILITY COMPANY,"925 183 RD PL SE, BOTHELL, WA, 98012, UNITED STATES",PAULA FOSTER,Administratively Dissolved
HANDS OF HOPE AND HEALING MASSAGE L.L.C.,604 153 805,WA LIMITED LIABILITY COMPANY,"9626 163RD AVE NE, GRANITE FALLS, WA, 98252, UNITED STATES",AMANDA CLEMENTS,Delinquent
HANDS ON MASSAGE THERAPY INC.,601 866 275,WA PROFIT CORPORATION,,JAN GELDERLOOS,Inactive
"HANDS THAT HEAL MASSAGE, LLC",602 626 196,WA LIMITED LIABILITY COMPANY,"7203 WOODLAWN AVE NE, SEATTLE, WA, 98115, UNITED STATES",ERIC JOHN KELLER,Inactive
HANDSANITY MASSAGE LLC,604 316 333,WA LIMITED LIABILITY COMPANY,"8309 15TH AVE SE, OLYMPIA, WA, 98513-9467, UNITED STATES",KAREN WAKEFIELD,Delinquent
HANMI MASSAGE THERAPY INC.,603 573 435,WA PROFIT CORPORATION,"18904 HWY 99 #F, LYNNWOOD, WA, 98036, UNITED STATES",RACHEL NAM,Administratively Dissolved
HANUMAN MASSAGE LLC,603 265 218,WA LIMITED LIABILITY COMPANY,"23505 E APPLEWAY AVE, LIBERTY LAKE, WA, 99019, UNITED STATES",PHILLIP HARRIS,Administratively Dissolved
HAPPY CHINA FOOT SPA & MASSAGE INC,603 065 341,WA PROFIT CORPORATION,"14040 NE 8TH ST STE 313, BELLEVUE, WA, 98007, UNITED STATES",JEAN  CHOU,Administratively Dissolved
HAPPY FEET MASSAGE CENTER LLC,604 043 088,WA LIMITED LIABILITY COMPANY,"8536 N GREENWOOD AVE, SEATTLE, WA, 98103, UNITED STATES",WENFENG SUN,Voluntarily Dissolved
"HAPPY FEET MASSAGE, LLC",604 441 359,WA LIMITED LIABILITY COMPANY,"2080 SE SEDGWICK ROAD SUITE 200, PORT ORCHARD, WA, 98366, UNITED STATES",VANCE WILLIAMS,Active
HAPPY FOOT MASSAGE LLC,603 437 625,WA LIMITED LIABILITY COMPANY,"10100 BRIDGEPORT WAY SW, LAKEWOOD, WA, 98499, UNITED STATES",MICHELLE ZHONG,Administratively Dissolved
"HAPPY PAWS CANINE MASSAGE AND ENERGY WORK, LLC",604 220 200,WA LIMITED LIABILITY COMPANY,"15113 SE EVERGREEN HWY, VANCOUVER, WA, 98683-9205, UNITED STATES",SHANNON K HAWKINS,Active
"HAPPY VALLEY MASSAGE THERAPY, PLLC",603 612 737,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1616 WILSON AVE, BELLINGHAM, WA, 98225, UNITED STATES",LISA MCAVOY,Voluntarily Dissolved
HARBOR FOOT MASSAGE LLC,604 368 506,WA LIMITED LIABILITY COMPANY,"5500 OLYMPIC DR, I-102, GIG HARBOR, WA, 98335-1487, UNITED STATES",BAICHAO LIU,Active
HARBOR WELLNESS MASSAGE INC,604 344 299,WA PROFIT CORPORATION,"7400 STINSON AVE APT 101, GIG HARBOR, WA, 98335-1180, UNITED STATES",CHRISTY BURDYSHAW,Active
"HARBORVIEW MASSAGE & WELLNESS CENTER, PLLC",602 881 824,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"817 HARRISON AVE, PORT ORCHARD, WA, 98366-4211, UNITED STATES",MONIKA ADAMS,Active
"HARMONIC WELLNESS MASSAGE AND BODYWORK, LLC",604 371 043,WA LIMITED LIABILITY COMPANY,"918 BOULEVARD RD SE, OLYMPIA, WA, 98501-1917, UNITED STATES",JORDAN SAHLIN,Active
"HARMONIOUS BALANCE THERAPEUTIC MASSAGE, LLC",604 255 416,WA LIMITED LIABILITY COMPANY,"2025 112TH AVE NE, SUITE 301, BELLEVUE, WA, 98004-2950, UNITED STATES","WASHINGTON REGISTERED AGENT, LLC.",Active
"HARMONIZE MASSAGE & ESTHETICS, LLC",603 344 789,WA LIMITED LIABILITY COMPANY,"204 S 348TH, ST, STE. 3, FEDERAL WAY, WA, 98003, UNITED STATES",JEANIE GAIL,Administratively Dissolved
HARMONY MASSAGE INC.,602 361 982,WA PROFIT CORPORATION,"10117 MAIN ST, BOTHELL, WA, 98011-3425, UNITED STATES",KIRK BRADLEY,Active
HARMONY MASSAGE THERAPY LLC,604 269 449,WA LIMITED LIABILITY COMPANY,"1212 S JACKSON ST STE B, SEATTLE, WA, 98144-1902, UNITED STATES",JEAN CHOU,Active
HARWOOD MUSCLE MASSAGE L.L.C.,604 166 346,WA LIMITED LIABILITY COMPANY,"1717 W 6TH AVE, SPOKANE, WA, 99204-3582, UNITED STATES",SPENCER HARWOOD,Active
HAWAII FOOT MASSAGE INC,603 366 753,WA PROFIT CORPORATION,"14040 NE 8TH ST STE 313, BELLEVUE, WA, 98007, UNITED STATES",JEAN  CHOU,Administratively Dissolved
"HAYEK MASSAGE, INC.",602 693 925,WA PROFIT CORPORATION,"11012 E 31ST AVE, SPOKANE VALLEY, WA, 99206, UNITED STATES",KRISTAL HAYEK,Administratively Dissolved
HAZEL DELL MASSAGE LLC,604 479 980,WA LIMITED LIABILITY COMPANY,"8605 NE HIGHWAY 99 STE 108, VANCOUVER, WA, 98665-8921, UNITED STATES",YOUNGYUN KIM,Active
"HE MAULI OLA MASSAGE AND SPA, LLC",604 040 141,WA LIMITED LIABILITY COMPANY,"7406 27TH ST W #207, UNIVERSITY PLACE, WA, 98466, UNITED STATES",ALEXIS HOLSTED,Administratively Dissolved
HE MAULI OLA MASSAGE INC.,604 389 901,WA PROFIT CORPORATION,"7406 27TH ST W STE 207, UNIVERSITY PL, WA, 98466-4637, UNITED STATES",KEHAU TESTER,Active
"HEAD 2 TOE MASSAGE, PLLC",603 526 749,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"284 CENTRAL WAY, KIRKLAND, WA, 98033-6104, UNITED STATES",EILEEN VINCENT,Active
"HEAD TO TOE MASSAGE & ENERGY BALANCING, LLC",604 077 163,WA LIMITED LIABILITY COMPANY,"101 E STANLEY, SUITE A, GRANITE FALLS, WA, 98252, UNITED STATES",KAITLIN SWARTZ,Administratively Dissolved
HEAL THY SELF YOGA & MASSAGE LLC,603 103 230,WA LIMITED LIABILITY COMPANY,"1117 BROADWAY PLAZA SUITE 301, TACOMA, WA, 98402, UNITED STATES",CHELSEA FRIES,Administratively Dissolved
"HEALING  STAR MASSAGE, INC",603 376 908,WA PROFIT CORPORATION,"620 SE EVERETT MALL WAY STE 210A, EVERETT, WA, 98208-3249, UNITED STATES",GUIYAN BI,Active
HEALING ART THERAPEUTIC MASSAGE CLINIC L.L.C.,603 185 804,WA LIMITED LIABILITY COMPANY,"12704 E NORA AVE #G, SPOKANE, WA, 99216, UNITED STATES",JESSICABRANDT,Administratively Dissolved
HEALING ARTS MASSAGE LLC,602 880 056,WA LIMITED LIABILITY COMPANY,"2212 182ND PL SE, BOTHELL, WA, 98012, UNITED STATES",LISA L DENNEY,Administratively Dissolved
"HEALING ARTS MASSAGE, LLC",602 153 410,WA LIMITED LIABILITY COMPANY,,NEAL WELLS,Inactive
"HEALING BREEZE MASSAGE, LLC",604 385 551,WA LIMITED LIABILITY COMPANY,"6830 W 1ST AVE APT F, KENNEWICK, WA, 99336-1734, UNITED STATES",BRIANA CORRIELL,Active
HEALING FACTOR MASSAGE AND BODYWORKS LLC,604 432 904,WA LIMITED LIABILITY COMPANY,"16756 WHITE MOUNTAIN RD SE, MONROE, WA, 98272, UNITED STATES",PRESIDENT,Active
HEALING GROUNDS MASSAGE PLLC,604 129 803,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"10212 5TH AVE NE #116, SEATTLE, WA, 98125, UNITED STATES",MARK QUINTANA,Active
"HEALING HANDS MASSAGE & FOOT SPA, PLLC.",603 567 442,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"557 W BAKERVIEW RD UNIT 106, BELLINGHAM, WA, 98226-9321, UNITED STATES",QING ALLEN,Active
HEALING HANDS MASSAGE & REFLEXOLOGY LLC,604 418 652,WA LIMITED LIABILITY COMPANY,"1105 MCKENZIE AVE UNIT C-6, BELLINGHAM, WA, 98225-7041, UNITED STATES",PAUL CULLEN,Active
HEALING HANDS MASSAGE & TANNING L.L.C.,602 636 758,WA LIMITED LIABILITY COMPANY,"11204 212TH ST E, GRAHAM, WA, 98338, UNITED STATES",NICOLE CULPEPPER,Inactive
"HEALING HANDS MASSAGE CLINIC, LLC",603 182 648,WA LIMITED LIABILITY COMPANY,"1256 SE BISHOP BLVD STE J, PULLMAN, WA, 99163-5414, UNITED STATES",MANDI DENNING,Active
HEALING HANDS MASSAGE THERAPY WELLNESS & SPA PLLC,604 305 095,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"403 MONTESANO STREET, WESTPORT, WA, 98595, UNITED STATES",AMBER MOORE,Active
"HEALING HANDS MASSAGE THERAPY, L.L.C.",603 278 821,WA LIMITED LIABILITY COMPANY,"25854 108TH AVE SE, KENT, WA, 98030-7737, UNITED STATES",OKSANA GAVRISHKEVICH,Active
"HEALING HANDS MASSAGE, INC.",603 576 317,WA PROFIT CORPORATION,"1841 SCHNEITER DR, LONGVIEW, WA, 98632, UNITED STATES",SHAWNA PHILLIPS,Administratively Dissolved
HEALING MASSAGE SPA CORP,603 370 714,WA PROFIT CORPORATION,"620 SE EVERETT MALL WY 210A, EVERETT, WA, 98208, UNITED STATES",JOHN PARR,Administratively Dissolved
"HEALING MASSAGE, INC, P.S.",602 157 344,WA PROFESSIONAL SERVICE CORPORATION,"5508 S ORCAS ST, SEATTLE, WA, 98118, UNITED STATES",PRESIDENT,Active
HEALING PATH THAI MASSAGE LLC,604 304 064,WA LIMITED LIABILITY COMPANY,"4227 EAST MADISON STREET, SUITE 2C, SEATTLE, WA, 98112, UNITED STATES",LEGALINC CORPORATE SERVICES INC.,Active
"HEALING SERENITY THERAPEUTIC MASSAGE, LLC",603 248 913,WA LIMITED LIABILITY COMPANY,,MISCHELL M GAYTAN,Administratively Dissolved
"HEALING TOUCH MASSAGE & BODYWORK, LLC",602 175 199,WA LIMITED LIABILITY COMPANY,,MICHAEL J WYNNE,Inactive
"HEALING TOUCH MASSAGE CENTER, PS",602 109 525,WA PROFIT CORPORATION,,VICTORIA D BRAY,Inactive
"HEALING TOUCH MASSAGE, LLC",603 586 022,WA LIMITED LIABILITY COMPANY,"284 CENTRAL WAY, KIRKLAND, WA, 98033, UNITED STATES",KATHRINE SANTIAGO,Administratively Dissolved
"HEALING WIND MASSAGE, LLC",602 752 118,WA LIMITED LIABILITY COMPANY,"30729 412TH DR NE, ARLINGTON, WA, 98223-5238, UNITED STATES",ROXANNE FISHER-CHANCE,Voluntarily Dissolved
HEALTHFUL SOLUTIONS MASSAGE LLC,603 070 241,WA LIMITED LIABILITY COMPANY,"33710 9TH AVE S STE 1, FEDERAL WAY, WA, 98003-6734, UNITED STATES",JAKE HANES,Active
HEALTHINMIND MASSAGE LLC,602 917 771,WA LIMITED LIABILITY COMPANY,"12216 LA FRANCE RD SW, OLYMPIA, WA, 98512, UNITED STATES",JULIE  ANDERSON,Administratively Dissolved
HEALTHY FOOT MASSAGE LLC,604 161 456,WA LIMITED LIABILITY COMPANY,"1523 132ND ST SE STE B1, EVERETT, WA, 98208-7200, UNITED STATES",JIA JUN YANG,Active
HEALTHY HABITS MASSAGE CLINIC LLC,604 151 319,WA LIMITED LIABILITY COMPANY,"4707 OLD MACHIAS RD, SNOHOMISH, WA, 98290, UNITED STATES",RENEE SANDERS,Voluntarily Dissolved
HEART CENTER MASSAGE AND WELLNESS LLC,603 387 146,WA LIMITED LIABILITY COMPANY,,JESSIE CROMWELL,Administratively Dissolved
HEART OF MASSAGE INC.,603 526 854,WA PROFIT CORPORATION,"1705 TAYLOR AVE N, SEATTLE, WA, 98109, UNITED STATES",DAVID MCGEE,Administratively Dissolved
"HEART'S DESIRE CRANIOSACRAL AND MASSAGE THERAPY, PLLC",604 382 027,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1404 NE 134TH ST STE 170, VANCOUVER, WA, 98685-2791, UNITED STATES",AMY WYENBERG,Active
"HEARTBEAT MASSAGE, INC.",602 568 739,WA PROFIT CORPORATION,,ROXANNE E. LAVENDER,Administratively Dissolved
"HEARTSONG MASSAGE, INC.",602 513 229,WA PROFIT CORPORATION,"368 18TH AVE, LONGVIEW, WA, 98632-1404, UNITED STATES",JENI QUIRICONI,Active
"HEATHER BAKSTAD MASSAGE THERAPY, L.L.C.",602 584 788,WA LIMITED LIABILITY COMPANY,"5241 36TH AVE SW, SEATTLE, WA, 98126, UNITED STATES",HEATHER BAKSTAD,Inactive
HEAVEN AND EARTH REFLEXOLOGY AND MASSAGE LLC,604 171 541,,,,
HEAVEN ON EARTH MASSAGE LLC,602 395 737,WA LIMITED LIABILITY COMPANY,"14518 81ST AVE E, PUYALLUP, WA, 98375, UNITED STATES",KAREN M DEVEREAUX,Inactive
"HEAVEN TO EARTH MASSAGE, LLC",602 731 094,WA LIMITED LIABILITY COMPANY,"22008 51ST AVE CT E, SPANAWAY, WA, 98387, UNITED STATES",KRISTIN O'BRIEN,Inactive
HEAVEN'S TOUCH MASSAGE & BODYWORK L.L.C.,602 456 716,WA LIMITED LIABILITY COMPANY,"1161 2ND AVE S, OKANOGAN, WA, 98840, UNITED STATES",TRACE JEAN PAUL,Administratively Dissolved
"HEAVENLY HEALTH MASSAGE, LLC",603 561 909,WA LIMITED LIABILITY COMPANY,"7614 195TH ST #202, EDMONDS, WA, 98026, UNITED STATES",TERESE DERZAY,Administratively Dissolved
HEAVENLY TOUCH THERAPEUTIC MASSAGE LLC,603 512 469,WA LIMITED LIABILITY COMPANY,"5998 HIGHWAY 291, SUIT 3, NINE MILE FLS, WA, 99026-9573, UNITED STATES",STEPHANIE MARTIN,Delinquent
HEBEI MASSAGE LLC,604 191 264,WA LIMITED LIABILITY COMPANY,"PO BOX 257, OLYMPIA, WA, 98507-0257, UNITED STATES",YUQING XU,Administratively Dissolved
HEELING HANDS MASSAGE LLC,604 114 094,WA LIMITED LIABILITY COMPANY,"235 BROADWAY AVE, REARDAN, WA, 99029, UNITED STATES",BRIANNA OLESEN,Active
"HENDRICKSON MASSAGE THERAPY, LLC",604 164 568,WA LIMITED LIABILITY COMPANY,"35315 N DALTON RD, DEER PARK, WA, 99006, UNITED STATES",MICHELLE HENDRICKSON,Administratively Dissolved
HERE AND THERE MASSAGE LLC,603 575 587,WA LIMITED LIABILITY COMPANY,"8216 12TH ST SE, LAKE STEVENS, WA, 98258, UNITED STATES",LYLE JOHNSON,Administratively Dissolved
"HILINA'I MASSAGE THERAPY, LLC",603 382 891,WA LIMITED LIABILITY COMPANY,"10229 62ND DR NE, MARYSVILLE, WA, 98270, UNITED STATES",LEANNE SCHELLHORN,Administratively Dissolved
HK ESTHETICS AND MASSAGE PLLC,604 371 395,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"3019 6TH AVE, TACOMA, WA, 98406-6211, UNITED STATES",HANNAH KEEFER,Active
HOCKINSON WELLNESS MASSAGE LLC,603 364 537,WA LIMITED LIABILITY COMPANY,"15814 NE 182ND AVE, BRUSH PRAIRIE, WA, 98606-9701, UNITED STATES","SAMPATH LAW GROUP, PLLC",Active
HOLIDAY MASSAGE AND SPA LLC,603 384 424,WA LIMITED LIABILITY COMPANY,"1915 N STEPTOE ST STE B, KENNEWICK, WA, 99336, UNITED STATES",CHUNMEI REN,Administratively Dissolved
HOLISTIC HANDS MASSAGE LLC,604 316 744,WA LIMITED LIABILITY COMPANY,"5010 W ALCOTT CT, SPOKANE, WA, 99208-9141, UNITED STATES",SARAH MORANETZ,Delinquent
HOLISTIC HEALING MASSAGE LLC,603 443 484,WA LIMITED LIABILITY COMPANY,"24004 ORTING-KAPOWSIN HWY. E., GRAHAM, WA, 98338, UNITED STATES",KELLEY BECKELMAN,Administratively Dissolved
HOLISTIC HEALING MEDICAL MASSAGE PLLC,604 199 431,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"6528 NE 202ND ST, KENMORE, WA, 98028-8642, UNITED STATES",REGISTERED AGENTS INC,Active
"HOLISTIC MASSAGE THERAPY BY BROOKE BRIGGS INC, PS",603 560 826,WA PROFESSIONAL SERVICE CORPORATION,"34 NE BOISTFORT ST STE 104, CHEHALIS, WA, 98532-2600, UNITED STATES",BROOKE BRIGGS,Active
HOLISTIC MEDICAL MASSAGE CLINIC INC.,602 198 199,WA PROFIT CORPORATION,"2115 S 56TH ST STE 205, TACOMA, WA, 98409, UNITED STATES",ZHANNA FRUMKIN,Voluntarily Dissolved
HOLLISTIC MASSAGE LLC,602 369 461,WA LIMITED LIABILITY COMPANY,,SCOTT HOLLIS,Administratively Dissolved
"HOLLY'S MASSAGE, LLC",603 484 888,WA LIMITED LIABILITY COMPANY,"594 E ALDER DR, SEDRO WOOLLEY, WA, 98284, UNITED STATES",HOLLY MACARAS,Administratively Dissolved
"HOLT CHIROPRACTIC AND MASSAGE, PS",603 003 997,WA PROFESSIONAL SERVICE CORPORATION,"1800 SE MILE HILL DR, STE 150, PORT ORCHARD, WA, 98366-3511, UNITED STATES",THOMAS HOLT,Active
"HOME HEALTH MASSAGE, LLC",602 392 547,WA LIMITED LIABILITY COMPANY,"14545 SE 56TH ST, BELLEVUE, WA, 98006, UNITED STATES",JEAN M LISTON,Inactive
HOME MASSAGE SPA LLC,604 071 967,WA LIMITED LIABILITY COMPANY,"1229 COLUMBIA PARK TRAIL STE B, RICHLAND, WA, 99352, UNITED STATES",XIFANG DONG,Active
HOME SWEET MASSAGE PLLC,604 085 057,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"31 BROADWAY APT 102, TACOMA, WA, 98402, UNITED STATES",ANTONIETTA RAMIREZ,Administratively Dissolved
"HOMEPORT FOOT MASSAGE , LLC",604 202 670,WA LIMITED LIABILITY COMPANY,"11629 2ND DR SE UNIT A, EVERETT, WA, 98208-4902, UNITED STATES",YONG HUANG,Active
"HONG KONG FOOT MASSAGE & SPA, LLC",604 367 453,WA LIMITED LIABILITY COMPANY,"2020 SW 356TH ST STE C, FEDERAL WAY, WA, 98023, UNITED STATES","CHARLIE DANG INCOME TAX, INC.",Active
"HONG KONG FOOT MASSAGE @ SPA, LLC",604 367 453,,,,
"HONG KONG MASSAGE & SPA, LLC",604 179 999,WA LIMITED LIABILITY COMPANY,"2020 SW 356TH ST, FEDERAL WAY, WA, 98023, UNITED STATES","CHARLIE DANG INCOME TAX, INC.",Active
HONG KONG MASSAGE LLC,603 503 446,WA LIMITED LIABILITY COMPANY,"5262 OLYMPIC DR NW, GIG HARBOR, WA, 98335, UNITED STATES",SHUI CHEN,Administratively Dissolved
HOPE & HEALING HANDS MASSAGE PLLC,603 151 772,WA PROFESSIONAL LIMITED LIABILITY COMPANY,,REBECCA ALVAREZ,Voluntarily Dissolved
"HOPEWORKS MASSAGE, LLC",603 342 424,WA LIMITED LIABILITY COMPANY,"22307 51ST AVE W, MOUNTLAKE TERRACE, WA, 98043, UNITED STATES",ROBERT HOPE,Administratively Dissolved
HORIZON MASSAGE LLC,603 262 710,WA LIMITED LIABILITY COMPANY,"1414 W GARLAND AVE STE 107, SPOKANE, WA, 99205, UNITED STATES",DIANA WELCH,Administratively Dissolved
